AccX,AccY,AccZ,SampleRate
2.4938805103302,2.975667953491211,3.0031747817993164,0.01
3.5589048862457275,4.186400890350342,2.551259994506836,0.02
4.036925315856934,5.300168037414551,1.306981086730957,0.03
3.8583388328552246,5.737419605255127,-0.3585076332092285,0.04
2.8909926414489746,5.595084190368652,-1.941321849822998,0.05
1.299687385559082,5.465628147125244,-3.025949478149414,0.060000000000000005
0.1929914951324463,5.157340049743652,-3.668484687805176,0.07
-0.5642845630645752,4.482124328613281,-4.491848945617676,0.08
-1.220076560974121,3.5063462257385254,-5.261977195739746,0.09
-1.5459694862365723,2.389756202697754,-6.0692949295043945,0.09999999999999999
-1.7566821575164795,1.8017158508300781,-6.225823879241943,0.10999999999999999
-2.4006857872009277,2.3140931129455566,-5.786632537841797,0.11999999999999998
-3.0957396030426025,4.096495151519775,-6.144388198852539,0.12999999999999998
-3.969545602798462,7.618985176086426,-5.88678503036499,0.13999999999999999
-4.764711380004883,12.47389030456543,-3.235982894897461,0.15
-3.6632680892944336,16.737533569335938,-0.1626896858215332,0.16
-3.4638516902923584,12.855329513549805,-2.9104461669921875,0.17
-1.9570231437683105,6.083551406860352,-5.63353157043457,0.18000000000000002
-1.558990240097046,2.2061586380004883,-7.504971504211426,0.19000000000000003
-1.9350545406341553,-1.253140926361084,-8.87407112121582,0.20000000000000004
-2.1229238510131836,-3.871260404586792,-9.27911376953125,0.21000000000000005
-1.6037980318069458,-4.445699691772461,-9.446172714233398,0.22000000000000006
-1.0109102725982666,-3.5585620403289795,-10.141164779663086,0.23000000000000007
-0.5463954210281372,-1.4637250900268555,-10.640645980834961,0.24000000000000007
-1.1026113033294678,0.20998573303222656,-10.80215072631836,0.25000000000000006
-2.4953930377960205,2.084740161895752,-10.31286334991455,0.26000000000000006
-2.964909553527832,4.275663375854492,-9.552617073059082,0.2700000000000001
-2.6912765502929688,5.845736503601074,-8.625364303588867,0.2800000000000001
-2.423358678817749,6.3706231117248535,-7.729610443115234,0.2900000000000001
-1.6947165727615356,6.200089454650879,-5.912418842315674,0.3000000000000001
-0.5592138767242432,5.80332612991333,-3.8258779048919678,0.3100000000000001
0.6227402687072754,4.997878551483154,-2.257735252380371,0.3200000000000001
1.7162492275238037,3.615255832672119,-1.397630214691162,0.3300000000000001
2.1108908653259277,1.7101802825927734,-1.1146130561828613,0.34000000000000014
0.6746940612792969,0.023293495178222656,-1.37583589553833,0.35000000000000014
-0.604377031326294,-0.7345080375671387,-2.493312120437622,0.36000000000000015
-0.5332887172698975,-0.603515625,-3.8661396503448486,0.37000000000000016
-0.020793437957763672,0.13466930389404297,-6.216710567474365,0.38000000000000017
0.4015641212463379,1.083763599395752,-8.328948974609375,0.3900000000000002
0.7133463621139526,1.6526031494140625,-9.102679252624512,0.4000000000000002
0.7650145292282104,1.673957347869873,-8.8440580368042,0.4100000000000002
0.5145683288574219,1.145263671875,-7.576173782348633,0.4200000000000002
0.12938010692596436,0.7172756195068359,-6.6310648918151855,0.4300000000000002
-0.1107252836227417,0.21592473983764648,-6.048000335693359,0.4400000000000002
-0.2434931993484497,-0.19156217575073242,-5.649938106536865,0.45000000000000023
-0.01760578155517578,-0.5186018943786621,-5.055123329162598,0.46000000000000024
0.3474571704864502,-0.6353569030761719,-4.159951686859131,0.47000000000000025
0.33474814891815186,-0.23497962951660156,-3.242964744567871,0.48000000000000026
-0.005447983741760254,0.4564485549926758,-2.9816105365753174,0.49000000000000027
-0.36061322689056396,0.8308916091918945,-3.2919764518737793,0.5000000000000002
-0.5540839433670044,0.8999109268188477,-3.7311019897460938,0.5100000000000002
-0.5908499956130981,0.730504035949707,-3.856973886489868,0.5200000000000002
-0.6439502239227295,0.5032463073730469,-3.4079060554504395,0.5300000000000002
-0.7419853210449219,0.2767467498779297,-2.680933713912964,0.5400000000000003
-0.6154417991638184,-0.017393112182617188,-2.085240602493286,0.5500000000000003
-0.03124415874481201,-0.3044919967651367,-1.596336841583252,0.5600000000000003
0.6235424280166626,-0.2252511978149414,-1.3400788307189941,0.5700000000000003
1.3054957389831543,0.36139774322509766,-1.5809111595153809,0.5800000000000003
1.6201581954956055,1.2096405029296875,-2.276484966278076,0.5900000000000003
1.6472114324569702,2.076620101928711,-3.3629486560821533,0.6000000000000003
1.5410925149917603,2.3788394927978516,-4.046062469482422,0.6100000000000003
1.4960176944732666,2.128750801086426,-4.313432216644287,0.6200000000000003
1.1628533601760864,1.7318353652954102,-4.115071773529053,0.6300000000000003
1.0366404056549072,1.2690038681030273,-3.7937793731689453,0.6400000000000003
1.4404444694519043,0.6262674331665039,-3.3679940700531006,0.6500000000000004
2.0242080688476562,-0.014719963073730469,-2.9890048503875732,0.6600000000000004
2.446631669998169,-0.4461231231689453,-2.547879219055176,0.6700000000000004
2.4846529960632324,-0.4707794189453125,-2.460297107696533,0.6800000000000004
2.3291282653808594,0.3168449401855469,-2.3826327323913574,0.6900000000000004
0.814145565032959,2.7641468048095703,-2.4306371212005615,0.7000000000000004
0.09822595119476318,4.469062805175781,-3.3005614280700684,0.7100000000000004
0.049820899963378906,5.406009674072266,-5.026950359344482,0.7200000000000004
0.3846231698989868,5.764962196350098,-6.0875091552734375,0.7300000000000004
0.5008578300476074,6.298674583435059,-6.221941947937012,0.7400000000000004
0.2911417484283447,6.776453971862793,-5.6939263343811035,0.7500000000000004
-0.6256511211395264,7.530880928039551,-4.342862129211426,0.7600000000000005
-1.8248704671859741,8.105895042419434,-3.252289056777954,0.7700000000000005
-2.65017032623291,7.844239234924316,-3.201131820678711,0.7800000000000005
-2.752248764038086,7.171079635620117,-3.559404134750366,0.7900000000000005
-2.4677019119262695,6.103105545043945,-3.8835742473602295,0.8000000000000005
-2.240093231201172,4.815099716186523,-4.447456359863281,0.8100000000000005
-2.377199172973633,3.8655920028686523,-5.009077072143555,0.8200000000000005
-2.7610816955566406,3.0949535369873047,-5.439313888549805,0.8300000000000005
-3.2073729038238525,2.4526491165161133,-5.724953651428223,0.8400000000000005
-3.582643985748291,1.955784797668457,-5.978817462921143,0.8500000000000005
