AccX,AccY,AccZ,SampleRate
-0.9280349016189575,-7.248767852783203,-0.590533971786499,0
-0.767845630645752,-7.086909294128418,-0.6439311504364014,0.01
-0.7515463829040527,-6.942047595977783,-0.7972416877746582,0.02
-0.9845161437988281,-6.534345626831055,-0.9644753932952881,0.03
-1.1108152866363525,-5.357586860656738,-1.0398938655853271,0.04
-1.2312358617782593,-4.553316593170166,-1.0661442279815674,0.05
-1.302562952041626,-4.173775672912598,-1.0355441570281982,0.060000000000000005
-1.3489065170288086,-3.9818859100341797,-0.8948814868927002,0.07
-1.430249810218811,-3.8795437812805176,-0.6962828636169434,0.08
-1.5639915466308594,-3.8833394050598145,-0.49689435958862305,0.09
-1.6928212642669678,-3.947638988494873,-0.3111231327056885,0.09999999999999999
-1.9488648176193237,-3.9167962074279785,-0.18697619438171387,0.10999999999999999
-2.11470103263855,-3.905571937561035,-0.019396543502807617,0.11999999999999998
-2.110478401184082,-3.9139881134033203,0.15782380104064941,0.12999999999999998
-2.18925142288208,-3.8439459800720215,0.38492894172668457,0.13999999999999999
-2.2886695861816406,-3.6093978881835938,0.46311473846435547,0.15
-2.3199806213378906,-3.344473361968994,0.5599288940429688,0.16
-2.355008125305176,-3.0395498275756836,0.5292680263519287,0.17
-2.180750846862793,-2.730316638946533,0.34667277336120605,0.18000000000000002
-2.041637897491455,-2.3423357009887695,0.07360577583312988,0.19000000000000003
-2.0477566719055176,-1.8298702239990234,-0.2313852310180664,0.20000000000000004
-2.0357518196105957,-1.0850906372070312,-0.6465373039245605,0.21000000000000005
-1.9674835205078125,-0.3110675811767578,-1.05620539188385,0.22000000000000006
-2.1375930309295654,0.4902229309082031,-1.4857652187347412,0.23000000000000007
-2.166330337524414,1.3598880767822266,-2.027634620666504,0.24000000000000007
-2.209658622741699,2.3100833892822266,-2.3958258628845215,0.25000000000000006
-2.222440242767334,3.3239431381225586,-2.1698215007781982,0.26000000000000006
-2.1928317546844482,4.396231651306152,-1.1580479145050049,0.2700000000000001
-1.8407623767852783,5.239459037780762,0.5516102313995361,0.2800000000000001
-1.6517789363861084,6.02314567565918,2.5321149826049805,0.2900000000000001
-1.4409550428390503,6.952212333679199,4.6228766441345215,0.3000000000000001
-1.1573641300201416,7.841615676879883,6.5773701667785645,0.3100000000000001
-0.6738135814666748,8.599907875061035,8.08941650390625,0.3200000000000001
-0.07424116134643555,9.267291069030762,9.037423133850098,0.3300000000000001
0.4446488618850708,9.547148704528809,9.256204605102539,0.34000000000000014
1.4080981016159058,8.634354591369629,8.708232879638672,0.35000000000000014
2.2227954864501953,6.702779769897461,7.570435523986816,0.36000000000000015
2.6356301307678223,3.8231678009033203,6.311328887939453,0.37000000000000016
3.011225938796997,0.6899700164794922,5.011446952819824,0.38000000000000017
3.1847429275512695,-1.8982281684875488,3.990556001663208,0.3900000000000002
2.9567151069641113,-3.8325343132019043,3.444563388824463,0.4000000000000002
2.4031224250793457,-5.032773017883301,3.3093421459198,0.4100000000000002
1.2614320516586304,-5.678981781005859,2.9918344020843506,0.4200000000000002
0.5964970588684082,-5.943150043487549,1.7471668720245361,0.4300000000000002
-0.034769415855407715,-5.882259845733643,0.6962020397186279,0.4400000000000002
-0.4972790479660034,-5.720802307128906,-0.09605026245117188,0.45000000000000023
-1.3470865488052368,-5.070919513702393,-0.8231096267700195,0.46000000000000024
-2.035132884979248,-4.19564962387085,-1.4508460760116577,0.47000000000000025
-2.5921077728271484,-3.1520767211914062,-1.9522523880004883,0.48000000000000026
-2.8315954208374023,-2.793416976928711,-2.187368154525757,0.49000000000000027
-2.7554984092712402,-0.895726203918457,-2.1625847816467285,0.5000000000000002
-2.3378078937530518,1.878891944885254,-2.760613441467285,0.5100000000000002
-2.1303515434265137,5.761497497558594,-3.7022032737731934,0.5200000000000002
-2.0562775135040283,10.143528938293457,-4.671639442443848,0.5300000000000002
-1.414520502090454,15.630660057067871,-5.399374485015869,0.5400000000000003
-0.30982106924057007,20.368213653564453,-5.990499019622803,0.5500000000000003
0.6574373245239258,24.03842544555664,-6.946241855621338,0.5600000000000003
0.3780297636985779,27.27994155883789,-7.5223708152771,0.5700000000000003
-0.15295875072479248,29.549091339111328,-7.126058578491211,0.5800000000000003
2.23710298538208,26.432315826416016,-7.987876892089844,0.5900000000000003
1.1117576360702515,18.65570068359375,-8.566670417785645,0.6000000000000003
-0.7277745008468628,10.779024124145508,-7.326204776763916,0.6100000000000003
-0.9954715967178345,4.843311309814453,-4.781583309173584,0.6200000000000003
-0.9038140177726746,0.060799598693847656,-2.469507932662964,0.6300000000000003
-1.0057497024536133,-3.529611110687256,-1.6276439428329468,0.6400000000000003
-0.7711173295974731,-7.732139587402344,-1.4151427745819092,0.6500000000000004
0.4135010838508606,-11.570643424987793,-1.640476942062378,0.6600000000000004
1.2226784229278564,-14.505538940429688,-1.8751769065856934,0.6700000000000004
1.5918712615966797,-16.311542510986328,-2.024611711502075,0.6800000000000004
0.15702438354492188,-15.81206226348877,-2.1370913982391357,0.6900000000000004
-2.894594192504883,-13.56108283996582,-1.9930537939071655,0.7000000000000004
-2.7308783531188965,-12.02302074432373,-1.9194481372833252,0.7100000000000004
-2.047124147415161,-11.095613479614258,-2.6302297115325928,0.7200000000000004
-1.326220154762268,-10.199856758117676,-3.4715988636016846,0.7300000000000004
-0.8802125453948975,-9.115421295166016,-4.6521315574646,0.7400000000000004
0.1628553867340088,-7.727398872375488,-5.548284530639648,0.7500000000000004
1.5787843465805054,-6.071352958679199,-5.858715057373047,0.7600000000000005
3.3430700302124023,-3.7435226440429688,-5.500551223754883,0.7700000000000005
5.310878753662109,-0.48200225830078125,-4.825901031494141,0.7800000000000005
6.839249134063721,3.289616584777832,-4.763493537902832,0.7900000000000005
7.513351917266846,5.84330940246582,-4.902167320251465,0.8000000000000005
7.0770182609558105,7.447312355041504,-5.016959190368652,0.8100000000000005
5.804752349853516,8.364203453063965,-4.694650173187256,0.8200000000000005
3.7993133068084717,8.186375617980957,-3.9347429275512695,0.8300000000000005
1.4457886219024658,7.178445816040039,-3.3543148040771484,0.8400000000000005
-1.4559963941574097,5.6168928146362305,-3.143674850463867,0.8500000000000005
-3.7830185890197754,3.557681083679199,-2.6440610885620117,0.8600000000000005
-5.323365211486816,1.6683645248413086,-1.962029218673706,0.8700000000000006
-5.10528039932251,-0.15474891662597656,-1.5213558673858643,0.8800000000000006
-4.389835357666016,-1.8073883056640625,-0.8304458260536194,0.8900000000000006
-3.890075445175171,-2.795034885406494,-0.5684986114501953,0.9000000000000006
-3.2720372676849365,-3.3768296241760254,-0.6315023899078369,0.9100000000000006
-3.0649476051330566,-3.6969728469848633,-0.823706328868866,0.9200000000000006
