AccX,AccY,AccZ,stepCount
0.6294998526573181,-0.027779579162597656,-0.4581780731678009,11
0.6294998526573181,-0.027779579162597656,-0.4581780731678009,2.1392478942871094
0.5641573071479797,0.0550384521484375,-0.30010986328125,-0.8949301242828369
0.4119223356246948,0.13789939880371094,-0.08337286114692688,1.6477537155151367
0.28528594970703125,0.2997016906738281,0.06301504373550415,-0.788386881351471
0.12713295221328735,0.5020637512207031,0.2251124382019043,1.5429680347442627
-0.00480961799621582,0.7210140228271484,0.5031419992446899,-2.055476188659668
-0.03598886728286743,0.7987155914306641,0.7986829280853271,1.558701992034912
-0.1791936159133911,0.7138652801513672,1.0560212135314941,-5.982059478759766
-0.26920628547668457,0.5718984603881836,1.1020231246948242,2.2426631450653076
-0.3036922216415405,0.49721336364746094,1.1013712882995605,-0.8277788758277893
-0.4120137393474579,0.35344696044921875,1.176167368888855,1.1321076154708862
-0.3599800169467926,0.42041778564453125,1.1211735010147095,0
-0.3129754066467285,0.4635448455810547,0.9940269589424133,0
-0.18980935215950012,0.5928382873535156,0.9194846153259277,0
0.14611148834228516,0.777069091796875,0.9310954213142395,0
0.42656219005584717,0.9779157638549805,0.9257375001907349,0
0.7902048826217651,1.1594982147216797,0.9369046688079834,0
1.0979979038238525,1.285994529724121,1.00783109664917,0
1.5244144201278687,1.390955924987793,1.2028499841690063,0
1.9158828258514404,1.4720239639282227,1.3609315156936646,0
2.3749704360961914,1.6320228576660156,1.3953181505203247,0
2.896737813949585,1.8564739227294922,1.5377733707427979,0
3.418865442276001,2.075934410095215,1.7185945510864258,0
3.8170688152313232,2.249736785888672,1.7915403842926025,0
4.105656147003174,2.461606979370117,1.8307114839553833,0
4.299159049987793,2.646914482116699,1.9028654098510742,0
4.488786220550537,2.724379539489746,1.9121265411376953,0
4.550248146057129,2.715641975402832,1.8510884046554565,0
4.545933246612549,2.6470890045166016,1.7264102697372437,0
4.550101280212402,2.6550493240356445,1.477661371231079,0
4.5220794677734375,2.646160125732422,1.23600172996521,0
4.38998556137085,2.682620048522949,0.929405689239502,0
4.189508438110352,2.7548389434814453,0.6872069835662842,0
3.922744035720825,3.044523239135742,0.41161954402923584,0
3.5843679904937744,3.3386707305908203,0.1725422441959381,0
3.264982223510742,3.5966949462890625,0.006303563714027405,0
2.9119460582733154,3.591555595397949,-0.1470051109790802,0
2.5924885272979736,3.35233211517334,-0.34774643182754517,0
2.15641188621521,2.8721961975097656,-0.6064413189888,0
1.9656562805175781,2.1132583618164062,-0.7900067567825317,0
1.6403400897979736,1.4130802154541016,-0.9925916790962219,0
1.2861831188201904,0.8195123672485352,-1.2601133584976196,0
0.9633065462112427,0.38993263244628906,-1.679003119468689,0
0.6196940541267395,-0.019193649291992188,-2.0552289485931396,0
0.30400675535202026,-0.34560585021972656,-2.445862293243408,0
-0.02121347188949585,-0.613194465637207,-2.726113796234131,0
-0.5441527366638184,-0.7191095352172852,-2.9385275840759277,0
-0.8281461000442505,-0.8284482955932617,-3.049321174621582,0
-1.252745270729065,-0.9817428588867188,-3.13472056388855,0
-1.7026498317718506,-0.9158353805541992,-2.9738481044769287,0
-2.0722882747650146,-0.784027099609375,-2.5797441005706787,0
-2.543428421020508,-0.5960416793823242,-1.9770536422729492,0
-2.8077239990234375,-0.4716148376464844,-1.3531383275985718,0
-2.985966682434082,-0.13817214965820312,-0.8837735056877136,0
-3.0176758766174316,0.21984004974365234,-0.46502721309661865,0
-2.943558692932129,0.769679069519043,-0.10083317756652832,0
-2.567479133605957,1.3172683715820312,0.26233160495758057,0
-2.075709342956543,1.8887176513671875,0.5055387020111084,0
-1.629655361175537,2.373885154724121,0.545169472694397,0
-1.3589866161346436,2.746588706970215,0.3496532440185547,0
-1.3256009817123413,2.9519519805908203,0.13152742385864258,0
-1.3248140811920166,3.0547094345092773,-0.12882018089294434,0
-1.46485435962677,3.1100244522094727,-0.34844958782196045,0
-1.8474472761154175,3.089406967163086,-0.5977027416229248,0
-2.414142608642578,2.9907093048095703,-0.8510264158248901,0
-2.8020949363708496,2.878713607788086,-1.1019413471221924,0
-2.487419605255127,2.822798728942871,-1.3293038606643677,0
